task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
211	c3/25ab91	3683292	QUALIMAP_QC (R15_QUALIMAP_QC)	CACHED	0	2025-11-04 15:32:51.939	12m 31s	12m 29s	497.4%	7.3 GB	29.3 GB	13.6 GB	1.1 MB
206	8d/8a425b	4045867	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr8_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.877	21m 49s	21m 48s	125.0%	419.6 MB	28.5 GB	43.8 GB	41.9 GB
209	be/d5aaef	4043798	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.529	14m 17s	14m 16s	126.1%	311.1 MB	28.5 GB	30 GB	28.7 GB
201	ce/49700c	4043404	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr3_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.416	22m 5s	22m 5s	123.8%	401.3 MB	28.5 GB	42.6 GB	40.8 GB
128	b2/b697d2	3683246	QUALIMAP_QC (S19_QUALIMAP_QC)	CACHED	0	2025-11-04 15:32:51.912	10m 56s	10m 53s	470.2%	7.2 GB	29.4 GB	12.7 GB	1.2 MB
212	1b/94545b	3543729	SAMTOOLS_FLAGSTAT (R15_FLAGSTAT)	CACHED	0	2025-11-04 15:13:20.170	15.3s	15.1s	788.8%	10.6 MB	811.7 MB	13.1 GB	792 B
195	d7/c209e4	3596760	BAM_COVERAGE (X18_bam_coverage)	CACHED	0	2025-11-04 15:20:21.029	1m 4s	1m 4s	247.5%	5.6 GB	6.4 GB	12 GB	35.8 MB
137	6c/d885cd	3356654	BCFTOOLS_CALL_BY_CHR (C32_Lsat_v11_chr3_Bcftools_call)	CACHED	0	2025-11-04 14:49:52.513	13m 57s	13m 57s	117.9%	400.6 MB	28.5 GB	41.4 GB	39.9 GB
199	2d/9ec5a0	4046578	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr1_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.037	15m 38s	15m 37s	124.3%	333.4 MB	28.4 GB	28.8 GB	27.5 GB
200	12/8378b2	4045403	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.785	14m 43s	14m 42s	125.8%	317.4 MB	28.4 GB	30 GB	28.7 GB
141	dd/820b22	4048349	BCFTOOLS_CALL_BY_CHR (C32_Lsat_v11_chr5_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.405	21m 11s	21m 10s	127.2%	445 MB	28.5 GB	48.4 GB	46.5 GB
131	6a/702ff8	4046022	BCFTOOLS_CALL_BY_CHR (C32_Lsat_v11_chr1_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.933	14m 13s	14m 12s	127.2%	330.3 MB	28.4 GB	30 GB	28.9 GB
173	1f/542025	392093	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 16:30:05.223	13m 22s	13m 22s	128.6%	308.7 MB	28.5 GB	31 GB	29.8 GB
174	5b/82d304	4043473	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.458	21.3s	20.9s	147.3%	90.5 MB	28.2 GB	543.2 MB	469.4 MB
192	33/afb576	4043603	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr8_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.497	19m 43s	19m 42s	128.0%	418 MB	28.5 GB	42.9 GB	41.4 GB
183	15/1f6175	3438864	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 15:01:38.556	6m 44s	6m 44s	156.2%	307 MB	28.4 GB	27.5 GB	26.7 GB
184	09/6628b4	3683250	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.918	14.6s	14.5s	155.5%	91.2 MB	28.2 GB	530.2 MB	472.4 MB
169	90/c32bb0	3595235	SAMTOOLS_FLAGSTAT (S19_FLAGSTAT)	CACHED	0	2025-11-04 15:20:09.835	11.2s	11s	948.2%	10.7 MB	811.7 MB	12.3 GB	792 B
188	02/6911ae	4043437	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr4_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.442	24m 7s	24m 7s	127.6%	480.8 MB	28.6 GB	51.9 GB	50 GB
144	e7/b8c877	4050067	BCFTOOLS_CALL_BY_CHR (C32_Lsat_v11_chr7_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.735	12m 22s	12m 21s	128.9%	290.1 MB	28.4 GB	28 GB	27 GB
160	cb/019d1f	4050094	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.757	12m 56s	12m 55s	129.6%	316.1 MB	28.4 GB	29.8 GB	28.6 GB
205	a2/9827d8	3683326	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr7_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.956	8m 17s	8m 16s	148.3%	291.1 MB	28.4 GB	27.8 GB	26.6 GB
185	82/093e50	4045343	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr1_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.749	13m 57s	13m 56s	126.3%	330.2 MB	28.4 GB	27.6 GB	26.6 GB
158	46/c73a70	4046118	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.961	25.1s	24.1s	121.5%	92.7 MB	28.1 GB	540.6 MB	476.9 MB
193	a7/39890c	4043401	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.406	14m 7s	14m 7s	127.1%	307.9 MB	28.5 GB	30 GB	28.8 GB
166	1a/b712fd	4047661	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr6_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.273	11m 17s	11m 15s	130.6%	286.9 MB	28.4 GB	27.4 GB	26.3 GB
129	e5/b70835	3375400	SAMBAMBA_MARKDUPLICATES (B14_MARKDUPLICATES)	CACHED	0	2025-11-04 14:52:40.590	12m 4s	12m 4s	576.6%	2.2 GB	7.4 GB	35.6 GB	13.1 GB
187	e1/e3b995	4044833	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr3_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.601	18m 48s	18m 46s	127.5%	399 MB	28.5 GB	41.8 GB	40.3 GB
203	bf/ecf75c	3414337	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr5_Bcftools_call)	CACHED	0	2025-11-04 14:59:01.191	16m 1s	16m 1s	128.6%	447.5 MB	28.5 GB	48.6 GB	46.5 GB
204	96/c16838	4043503	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr6_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.475	13m 12s	13m 11s	126.1%	288.4 MB	28.4 GB	27.3 GB	26.2 GB
176	28/21c01e	4050513	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.825	11m 28s	11m 26s	131.1%	312.1 MB	28.5 GB	26.8 GB	25.9 GB
134	83/607866	3341071	SAMBAMBA_MARKDUPLICATES (S40_MARKDUPLICATES)	CACHED	0	2025-11-04 14:47:48.195	14m 48s	14m 47s	612.5%	2.5 GB	7.6 GB	44.5 GB	16.6 GB
170	a3/c741d6	3438858	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr8_Bcftools_call)	CACHED	0	2025-11-04 15:01:38.550	11m 56s	11m 56s	147.2%	419.6 MB	28.6 GB	44.5 GB	42.8 GB
178	2f/ca8483	4045112	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr4_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.713	21m 1s	21m	129.6%	479.1 MB	28.6 GB	47.7 GB	46.2 GB
191	c5/84b2b4	4045686	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr7_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.833	12m 17s	12m 15s	128.5%	289.3 MB	28.4 GB	27.2 GB	26.2 GB
165	ed/a1b179	3414333	SAMTOOLS_FLAGSTAT (B6_FLAGSTAT)	CACHED	0	2025-11-04 14:59:01.183	1m 10s	1m 10s	213.6%	10.9 MB	873 MB	13.5 GB	788 B
136	a7/7f8a6b	3683237	QUALIMAP_QC (B11_QUALIMAP_QC)	CACHED	0	2025-11-04 15:32:51.905	9m 51s	9m 48s	453.4%	4.5 GB	29.3 GB	13.2 GB	1.1 MB
146	b9/01d4e5	4046757	BCFTOOLS_CALL_BY_CHR (C32_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.133	13m 40s	13m 39s	126.6%	308.6 MB	28.5 GB	29.3 GB	28.1 GB
190	a2/ed3551	4043487	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr6_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.465	12m 26s	12m 25s	128.1%	285.9 MB	28.4 GB	27.1 GB	26.1 GB
189	7d/11869d	4045573	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr5_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.805	22m 31s	22m 30s	127.0%	445.1 MB	28.6 GB	47.5 GB	45.7 GB
167	60/489fd9	4049498	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr7_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.615	12m 35s	12m 34s	128.1%	290.7 MB	28.4 GB	27.5 GB	26.4 GB
179	44/95cce7	4045001	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr5_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.649	19m 35s	19m 34s	128.9%	443.1 MB	28.6 GB	43.7 GB	42.2 GB
145	09/a14e18	4049631	BCFTOOLS_CALL_BY_CHR (C32_Lsat_v11_chr8_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.660	19m 39s	19m 37s	127.6%	417.9 MB	28.5 GB	45 GB	43.3 GB
175	b9/d67292	4044159	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr1_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.551	11m 36s	11m 34s	130.8%	328.4 MB	28.4 GB	26.4 GB	25.6 GB
198	a6/cd7e14	4043724	BCFTOOLS_CALL_BY_CHR (R36_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.521	26.6s	25.6s	133.4%	93.1 MB	28.1 GB	588.6 MB	498.8 MB
197	ae/aab4e8	3609112	SAMTOOLS_FLAGSTAT (X18_FLAGSTAT)	CACHED	0	2025-11-04 15:22:07.263	12s	11.8s	910.8%	10.7 MB	811.7 MB	12.4 GB	791 B
164	b8/680eb9	4049351	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr5_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.545	22m 5s	22m 3s	127.3%	446.3 MB	28.5 GB	49.7 GB	47.7 GB
186	9f/aae795	3311906	BCFTOOLS_CALL_BY_CHR (B6_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 14:43:23.960	11m 8s	11m 8s	105.5%	315.8 MB	28.4 GB	28 GB	27 GB
147	0a/3cd156	389207	BCFTOOLS_CALL_BY_CHR (L18_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:29:58.527	20.4s	20.3s	170.4%	91.6 MB	28.1 GB	541.2 MB	470.4 MB
181	46/852f33	4043463	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr7_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.453	9m 58s	9m 58s	132.6%	287.7 MB	28.4 GB	24.7 GB	24 GB
182	dc/f80407	3683405	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr8_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.980	10m 32s	10m 31s	155.0%	414.6 MB	28.6 GB	41.1 GB	39.8 GB
135	cc/2dde97	3491433	BAM_COVERAGE (R36_bam_coverage)	CACHED	0	2025-11-04 15:06:33.341	1m 12s	1m 12s	246.4%	5.6 GB	6.4 GB	12 GB	35.8 MB
172	5b/e5f05e	3521172	SAMTOOLS_FLAGSTAT (B11_FLAGSTAT)	CACHED	0	2025-11-04 15:10:15.326	23.7s	23.6s	572.3%	10.8 MB	811.7 MB	12.8 GB	791 B
140	99/536eb6	3323386	BAM_COVERAGE (R1_bam_coverage)	CACHED	0	2025-11-04 14:45:04.563	1m 14s	1m 14s	214.9%	5.6 GB	6.4 GB	9.6 GB	35.4 MB
143	41/00f990	3502785	BAM_COVERAGE (B11_bam_coverage)	CACHED	0	2025-11-04 15:07:39.400	2m 36s	2m 36s	126.6%	5.6 GB	6.4 GB	10.3 GB	35.5 MB
138	20/648172	3586837	BAM_COVERAGE (S19_bam_coverage)	CACHED	0	2025-11-04 15:19:03.670	1m 6s	1m 6s	236.1%	5.6 GB	6.4 GB	11.7 GB	35.8 MB
159	e3/f522b5	4047523	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr1_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.241	14m 7s	14m 6s	127.9%	332.1 MB	28.5 GB	31.2 GB	30 GB
177	f6/732564	4043678	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr3_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.513	15m 2s	15m 1s	132.2%	397.1 MB	28.5 GB	38 GB	36.8 GB
150	e9/ae99b2	4103170	BCFTOOLS_CALL_BY_CHR (L18_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:18:50.809	13m 30s	13m 29s	126.9%	314.9 MB	28.5 GB	28.3 GB	27.2 GB
148	43/cba01c	3504248	SAMTOOLS_STATS (B11_samtools_stats)	CACHED	0	2025-11-04 15:07:45.653	5m 37s	5m 37s	158.3%	12.4 MB	814.1 MB	12.8 GB	157.8 KB
152	e0/ecf82c	3386550	BCFTOOLS_CALL_BY_CHR (L18_Lsat_v11_chr4_Bcftools_call)	CACHED	0	2025-11-04 14:54:31.753	17m 8s	17m 8s	123.2%	482.9 MB	28.6 GB	52.8 GB	50.9 GB
180	fe/a3439a	4043650	BCFTOOLS_CALL_BY_CHR (S32_Lsat_v11_chr6_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.507	10m 31s	10m 30s	131.0%	285 MB	28.4 GB	25.1 GB	24.3 GB
163	79/f319ae	4046592	BCFTOOLS_CALL_BY_CHR (L12_Lsat_v11_chr4_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.054	24m 41s	24m 40s	127.2%	482.6 MB	28.6 GB	53.4 GB	51.3 GB
133	99/30cab4	4043584	BCFTOOLS_CALL_BY_CHR (C32_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.492	12m 43s	12m 43s	128.4%	316.2 MB	28.4 GB	29.6 GB	28.5 GB
207	3f/72ed19	3524048	SAMTOOLS_STATS (R15_samtools_stats)	CACHED	0	2025-11-04 15:10:39.078	5m 36s	5m 35s	159.0%	12.9 MB	877.1 MB	13.1 GB	157.7 KB
228	45/8f1644	4043409	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr6_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.423	11m 36s	11m 36s	129.0%	286 MB	28.4 GB	26.9 GB	25.9 GB
223	b5/8567be	3683303	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr1_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.947	8m 21s	8m 21s	146.2%	329.2 MB	28.5 GB	27.7 GB	26.7 GB
229	a7/80061f	4043430	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr7_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.438	12m 47s	12m 46s	127.1%	289 MB	28.4 GB	27 GB	26.1 GB
222	34/5b44a5	3294575	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 14:40:42.577	19.8s	19.6s	120.1%	91.4 MB	28.1 GB	606.2 MB	535.1 MB
233	19/32e0d4	3567575	SAMTOOLS_FLAGSTAT (S40_FLAGSTAT)	CACHED	0	2025-11-04 15:16:14.741	33.8s	33.5s	436.1%	10.7 MB	811.7 MB	14.1 GB	792 B
227	d0/d623fc	4043425	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr5_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.433	21m 13s	21m 12s	127.5%	443.4 MB	28.5 GB	47.1 GB	45.4 GB
208	9f/f903c8	3526118	BAM_COVERAGE (R15_bam_coverage)	CACHED	0	2025-11-04 15:10:46.120	2m 34s	2m 34s	144.4%	5.6 GB	6.4 GB	12.8 GB	36 MB
234	2a/16c8dd	3571323	SAMTOOLS_STATS (S40_samtools_stats)	CACHED	0	2025-11-04 15:16:48.513	5m 19s	5m 19s	165.4%	12.9 MB	877.1 MB	14.1 GB	159.2 KB
225	c3/560bfb	4043883	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr3_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.539	18m 21s	18m 20s	127.6%	397.6 MB	28.5 GB	40.4 GB	38.9 GB
210	24/ac819a	793286	BCFTOOLS_CALL_BY_CHR (S19_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:42:11.911	26.8s	26.6s	140.8%	92 MB	28.1 GB	610 MB	518 MB
230	63/32c8f6	4043417	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr8_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.428	19m 52s	19m 51s	127.1%	415.7 MB	28.6 GB	44.4 GB	42.8 GB
226	da/ab1dcd	4043525	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr4_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.480	23m 10s	23m 9s	127.4%	479.8 MB	28.6 GB	51.1 GB	49.2 GB
232	a3/595009	3563086	BAM_COVERAGE (S40_bam_coverage)	CACHED	0	2025-11-04 15:15:34.489	1m 31s	1m 30s	212.2%	5.6 GB	6.4 GB	12.9 GB	36 MB
272	a2/4b26be	4130765	BCFTOOLS_CALL_BY_CHR (S40_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:19:21.027	13m 56s	13m 56s	128.0%	317.2 MB	28.5 GB	29.1 GB	27.8 GB
289	74/3a7e3e	3683354	BCFTOOLS_CALL_BY_CHR (B14_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.963	8m 32s	8m 31s	148.6%	309.1 MB	28.4 GB	29.8 GB	28.7 GB
224	18/b0816a	4043623	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.502	12m 54s	12m 53s	128.4%	314.9 MB	28.4 GB	28.3 GB	27.3 GB
242	26/e70b11	3414344	BCFTOOLS_CALL_BY_CHR (B11_Lsat_v11_chr6_Bcftools_call)	CACHED	0	2025-11-04 14:59:01.197	8m 55s	8m 55s	125.8%	288.1 MB	28.4 GB	27.1 GB	26 GB
265	8d/77fb64	3573351	BAM_COVERAGE (B14_bam_coverage)	CACHED	0	2025-11-04 15:17:05.025	1m 45s	1m 45s	157.3%	7 GB	7.8 GB	10.4 GB	35.4 MB
269	71/c89d61	4108859	BCFTOOLS_CALL_BY_CHR (R15_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 16:18:56.097	15m 23s	15m 23s	125.8%	309.1 MB	28.5 GB	31.2 GB	29.8 GB
236	c4/69d9b3	423028	BCFTOOLS_CALL_BY_CHR (B11_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:31:23.335	21s	20.8s	163.9%	92.4 MB	28.2 GB	510 MB	443.1 MB
256	4e/abfee9	4107001	BCFTOOLS_CALL_BY_CHR (R15_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:18:53.247	27.8s	27.6s	140.7%	93.6 MB	28.2 GB	632 MB	563.9 MB
258	da/b49580	4048855	BCFTOOLS_CALL_BY_CHR (R15_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 16:18:30.497	15m 28s	15m 27s	123.7%	315.6 MB	28.4 GB	29.8 GB	28.5 GB
264	75/a4e594	4108336	BCFTOOLS_CALL_BY_CHR (R15_Lsat_v11_chr8_Bcftools_call)	CACHED	0	2025-11-04 16:18:55.062	23m 17s	23m 17s	124.4%	418.3 MB	28.6 GB	46.7 GB	44.6 GB
238	83/4ffd77	3683279	BCFTOOLS_CALL_BY_CHR (B11_Lsat_v11_chr2_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.933	8m 18s	8m 18s	148.3%	315.6 MB	28.4 GB	28.3 GB	27.2 GB
259	88/d8cc10	3683226	BCFTOOLS_CALL_BY_CHR (R15_Lsat_v11_chr3_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.889	12m 36s	12m 36s	147.1%	400.2 MB	28.5 GB	42 GB	40.2 GB
235	76/132bf4	4043449	BCFTOOLS_CALL_BY_CHR (R1_Lsat_v11_chr9_Bcftools_call)	CACHED	0	2025-11-04 16:18:29.447	12m 57s	12m 57s	129.8%	307.5 MB	28.4 GB	30.4 GB	29.2 GB
268	22/0a7138	3584878	SAMTOOLS_FLAGSTAT (B14_FLAGSTAT)	CACHED	0	2025-11-04 15:18:50.520	9.1s	8.9s	969.9%	10.9 MB	811.7 MB	11.3 GB	790 B
267	52/8ed4da	3683381	QUALIMAP_QC (B14_QUALIMAP_QC)	CACHED	0	2025-11-04 15:32:51.972	9m 37s	9m 35s	477.3%	4.5 GB	29.3 GB	11.7 GB	1.1 MB
266	74/c6d897	3579928	SAMTOOLS_STATS (B14_samtools_stats)	CACHED	0	2025-11-04 15:18:03.227	4m 19s	4m 18s	164.4%	13.1 MB	877.1 MB	11.3 GB	157.3 KB
216	d9/d8c70b	3683229	BCFTOOLS_CALL_BY_CHR (S19_Lsat_v11_chr4_Bcftools_call)	CACHED	0	2025-11-04 15:32:51.899	15m 38s	15m 37s	148.1%	482.9 MB	28.6 GB	51.7 GB	49.6 GB
263	2b/430f58	3414349	BCFTOOLS_CALL_BY_CHR (R15_Lsat_v11_chr7_Bcftools_call)	CACHED	0	2025-11-04 14:59:01.201	8m	8m	147.7%	291.4 MB	28.4 GB	27.8 GB	26.6 GB
280	f7/e576bf	3926849	BCFTOOLS_CALL_BY_CHR (B14_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 15:58:04.761	15.9s	15.5s	197.5%	92 MB	28.2 GB	568.6 MB	500.9 MB
270	31/b96ca7	3850414	BCFTOOLS_CALL_BY_CHR (S40_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 15:51:42.114	14.9s	14.7s	146.3%	93.4 MB	28.2 GB	634 MB	524.6 MB
246	19/2d449e	705597	BCFTOOLS_CALL_BY_CHR (X18_Lsat_v11_chr0_Bcftools_call)	CACHED	0	2025-11-04 16:39:41.404	21.4s	21.3s	168.6%	93 MB	28.2 GB	618.9 MB	526.3 MB
